Column1,loan_amnt,int_rate,emp_length,home_ownership,annual_inc,loan_status,dti,delinq_2yrs,fico_range_low,fico_range_high,fico_avg,purpose,tot_cur_bal,tot_hi_cred_lim,revol_util,grade
18538,35000,20.5,8 years,MORTGAGE,218000,Fully Paid,8,2,675,679,677,credit_card,1022524,1056965,86.9,E
18540,35000,24.89,5 years,RENT,110000,Fully Paid,8.36,1,670,674,672,small_business,34984,60909,31,G
18541,20000,10.64,4 years,RENT,101000,Charged Off,11.02,0,665,669,667,credit_card,32122,60100,53.4,B
18542,20700,17.27,7 years,OWN,45000,Charged Off,28.53,0,705,709,707,other,35383,62421,39.1,D
18544,25000,13.66,10+ years,MORTGAGE,82000,Charged Off,16.07,0,690,694,692,credit_card,291478,330940,54.6,C
18545,2500,11.99,7 years,MORTGAGE,70000,Fully Paid,11.79,0,735,739,737,debt_consolidation,123655,164223,36.8,B
18546,3500,19.53,1 year,MORTGAGE,75000,Charged Off,35.25,0,675,679,677,medical,117807,177972,68.6,D
18547,5000,6.99,4 years,MORTGAGE,100000,Fully Paid,22.1,0,680,684,682,other,194069,227799,31.7,A
18548,7200,12.39,8 years,RENT,82000,Charged Off,10.97,0,700,704,702,debt_consolidation,29496,55319,20.9,C
18550,8125,15.31,< 1 year,RENT,24000,Fully Paid,12.25,0,665,669,667,debt_consolidation,7948,12700,62.6,C
18551,18000,10.99,< 1 year,MORTGAGE,55000,Fully Paid,13.83,0,675,679,677,debt_consolidation,102629,122382,20.5,B
18553,6000,9.99,9 years,MORTGAGE,65000,Fully Paid,16.06,0,680,684,682,debt_consolidation,36214,58408,39.4,B
18555,22000,6.49,10+ years,OWN,50000,Fully Paid,9.19,0,705,709,707,credit_card,11798,24000,49.2,A
18556,20000,11.99,1 year,MORTGAGE,140000,Fully Paid,14.44,0,660,664,662,debt_consolidation,259225,308281,75.7,B
18557,5000,8.24,< 1 year,RENT,43000,Fully Paid,18.62,0,680,684,682,credit_card,27127,47551,25.2,B
18559,12000,11.12,3 years,MORTGAGE,82140,Fully Paid,14.43,0,770,774,772,home_improvement,,,5.8,B
18563,2000,19.05,,RENT,9360,Charged Off,24.36,0,665,669,667,other,2349,4900,38.8,D
18564,15000,12.42,6 years,RENT,65000,Fully Paid,8.81,0,705,709,707,debt_consolidation,,,89,B
18565,35000,9.99,1 year,RENT,86000,Charged Off,18.56,0,730,734,732,debt_consolidation,49508,96522,18,B
18566,12000,12.69,10+ years,MORTGAGE,45000,Charged Off,6.72,0,690,694,692,credit_card,59287,97350,83.1,C
18568,12850,13.11,10+ years,RENT,42000,Fully Paid,10.8,0,665,669,667,credit_card,12968,18100,71.6,B
18573,16000,10.16,2 years,RENT,155000,Fully Paid,11.7,2,720,724,722,debt_consolidation,124954,166304,17.3,B
18574,10650,18.25,7 years,MORTGAGE,38000,Charged Off,37.27,2,705,709,707,home_improvement,82133,139455,14.8,E
18575,16000,18.99,8 years,RENT,49000,Charged Off,23.31,0,660,664,662,debt_consolidation,32209,50902,74.1,D
18576,20000,14.33,3 years,RENT,65000,Fully Paid,14.37,0,670,674,672,credit_card,28778,41400,69.5,C
18581,12000,6.62,10+ years,RENT,36000,Fully Paid,9.53,0,750,754,752,credit_card,,,47.9,A
18582,3500,12.85,2 years,RENT,52000,Fully Paid,21.76,0,675,679,677,credit_card,56656,59019,79,B
18583,28000,9.99,7 years,RENT,82000,Fully Paid,3.51,0,730,734,732,credit_card,14449,47400,43.6,B
18584,13850,18.99,10+ years,RENT,57000,Fully Paid,24.17,0,665,669,667,credit_card,42939,76450,37.4,D
18585,12000,7.26,3 years,MORTGAGE,50000,Fully Paid,9.49,1,715,719,717,debt_consolidation,115970,179800,17.4,A
18586,11175,25.83,4 years,RENT,33000,Fully Paid,20.29,0,695,699,697,debt_consolidation,13671,28272,39.3,G
18589,25000,7.26,10+ years,RENT,385000,Fully Paid,7.57,0,690,694,692,home_improvement,55827,108216,70.8,A
18592,11000,10.99,10+ years,RENT,60000,Fully Paid,20.32,0,670,674,672,debt_consolidation,19171,38764,41.5,B
18594,21625,12.49,5 years,OWN,110000,Fully Paid,29.58,0,670,674,672,debt_consolidation,293234,327020,56.8,B
18597,12000,10.99,7 years,MORTGAGE,64000,Fully Paid,4.82,0,715,719,717,debt_consolidation,132666,144758,55,B
18598,10000,9.17,10+ years,OWN,66420,Fully Paid,7.1,2,665,669,667,debt_consolidation,9113,16200,55.7,B
18599,7500,13.11,2 years,MORTGAGE,60000,Fully Paid,6.8,0,695,699,697,debt_consolidation,141093,153075,34,B
18600,17050,13.68,10+ years,MORTGAGE,38579,Fully Paid,27.15,0,705,709,707,debt_consolidation,131089,144800,72.7,C
18604,5000,13.53,10+ years,MORTGAGE,76000,Fully Paid,14.18,0,680,684,682,major_purchase,96473,149923,96.4,B
18605,23375,12.88,10+ years,RENT,58000,Fully Paid,27.48,0,780,784,782,debt_consolidation,29983,114800,9.8,C
18608,28000,16.99,10+ years,MORTGAGE,110000,Charged Off,27.09,0,670,674,672,debt_consolidation,338997,381853,84.3,D
18610,21175,23.99,10+ years,MORTGAGE,66200,Fully Paid,33.09,0,700,704,702,debt_consolidation,234344,273387,94.3,F
18612,35000,14.99,10+ years,MORTGAGE,180000,Fully Paid,7.59,0,670,674,672,debt_consolidation,269912,308335,68.3,C
18619,10400,6.62,5 years,MORTGAGE,70000,Fully Paid,29.44,0,780,784,782,home_improvement,166432,269379,19.1,A
18620,7500,10.99,3 years,MORTGAGE,55000,Fully Paid,25.57,0,730,734,732,debt_consolidation,182858,213993,71.1,B
18623,23875,8.39,2 years,MORTGAGE,73000,Charged Off,20.66,0,735,739,737,debt_consolidation,55968,76883,21.5,B
18625,15000,8.9,2 years,RENT,98000,Fully Paid,25.84,0,695,699,697,credit_card,106339,147865,51.1,A
18626,7200,12.35,< 1 year,MORTGAGE,65000,Fully Paid,8.1,0,680,684,682,major_purchase,150811,161367,80.7,B
18630,35000,22.4,10+ years,MORTGAGE,129000,Fully Paid,7.86,3,675,679,677,debt_consolidation,321178,368712,54.1,E
18631,8000,9.16,,MORTGAGE,65000,Fully Paid,11.13,0,665,669,667,debt_consolidation,14713,37700,26.9,B
18632,30000,17.86,2 years,RENT,120000,Charged Off,33,0,660,664,662,debt_consolidation,214286,246970,96.5,D
18637,19000,9.17,4 years,RENT,58000,Fully Paid,12.06,0,700,704,702,debt_consolidation,92274,107604,59.9,B
18639,35000,12.69,2 years,OWN,225000,Fully Paid,18.82,0,705,709,707,debt_consolidation,110770,144555,91.6,C
18645,35000,21,,MORTGAGE,97000,Charged Off,25.43,0,670,674,672,debt_consolidation,325794,370063,57.7,E
18647,12000,18.24,2 years,RENT,72000,Charged Off,17.32,0,660,664,662,other,229143,242863,57,D
18648,10000,9.99,8 years,RENT,63000,Fully Paid,23.22,0,690,694,692,debt_consolidation,107227,107428,31.8,B
18649,4500,14.49,5 years,RENT,48000,Fully Paid,23.45,3,700,704,702,major_purchase,35256,45527,10.9,C
18650,5500,6.68,< 1 year,OWN,65500,Fully Paid,5.19,0,720,724,722,other,43070,49471,0.3,A
18652,6050,17.99,4 years,RENT,91000,Fully Paid,19.52,2,700,704,702,debt_consolidation,54961,77232,1.8,D
18653,11325,17.77,9 years,RENT,41600,Charged Off,22.52,0,665,669,667,debt_consolidation,,,72.2,D
18655,18075,18.25,3 years,MORTGAGE,70500,Fully Paid,14.6,0,670,674,672,debt_consolidation,199872,209746,75.7,D
18656,17475,19.99,10+ years,MORTGAGE,55000,Charged Off,28.78,0,660,664,662,debt_consolidation,32489,48374,51.6,D
18658,20000,11.99,9 years,OWN,111000,Charged Off,16.22,0,690,694,692,debt_consolidation,385923,417027,91.4,C
18659,5000,11.55,10+ years,MORTGAGE,76000,Fully Paid,15.65,0,705,709,707,home_improvement,157945,195042,70.2,B
18662,30000,16.99,5 years,MORTGAGE,115000,Fully Paid,23.54,0,685,689,687,debt_consolidation,219332,234910,71.2,D
18663,13000,12.99,10+ years,MORTGAGE,147000,Fully Paid,18.02,0,660,664,662,home_improvement,119215,155181,35.8,C
18664,18000,20.49,10+ years,OWN,62000,Fully Paid,21.52,0,675,679,677,debt_consolidation,165858,185929,70.3,E
18668,6000,15.8,6 years,RENT,42000,Charged Off,17.37,0,675,679,677,major_purchase,24003,28502,94,C
18669,18950,11.44,10+ years,OWN,45000,Fully Paid,28.11,0,725,729,727,credit_card,193270,214780,59.6,B
18670,10950,17.86,1 year,RENT,36589,Charged Off,29.22,0,670,674,672,debt_consolidation,170561,161346,54.3,D
18671,25000,7.62,< 1 year,MORTGAGE,145000,Fully Paid,14.03,0,730,734,732,debt_consolidation,126916,196141,28.4,A
18675,24925,8.9,10+ years,MORTGAGE,125000,Fully Paid,19.12,0,695,699,697,home_improvement,361134,430753,42.9,A
18676,5000,12.49,5 years,RENT,65000,Fully Paid,10.16,0,690,694,692,debt_consolidation,19655,28500,61,B
18679,10000,8.9,10+ years,MORTGAGE,50000,Fully Paid,13.34,0,725,729,727,debt_consolidation,119775,179431,9.9,A
18680,18000,10.99,< 1 year,MORTGAGE,40000,Fully Paid,21.84,0,725,729,727,credit_card,27466,74709,33.8,B
18681,28000,24.7,10+ years,MORTGAGE,120000,Fully Paid,21.5,0,665,669,667,debt_consolidation,372682,406299,90.6,G
18682,20000,15.59,1 year,MORTGAGE,80000,Fully Paid,18.71,0,690,694,692,debt_consolidation,279664,315041,52,C
18684,35000,16.99,10+ years,MORTGAGE,150000,Fully Paid,19.78,1,675,679,677,debt_consolidation,330208,354825,62.1,D
18686,10000,12.85,10+ years,MORTGAGE,169000,Fully Paid,20.07,3,670,674,672,small_business,120031,236311,70.9,B
18688,8225,25.88,2 years,RENT,40000,Fully Paid,8.34,0,665,669,667,house,9396,23525,29.1,F
18692,16000,22.95,2 years,MORTGAGE,43000,Fully Paid,11.53,0,675,679,677,debt_consolidation,186980,196299,40.6,F
18693,15000,19.99,< 1 year,OWN,109000,Fully Paid,17.38,0,660,664,662,debt_consolidation,61014,74381,90.9,D
18694,13375,14.49,10+ years,MORTGAGE,54000,Fully Paid,16,0,670,674,672,debt_consolidation,153727,169527,65.3,C
18698,10800,14.65,10+ years,RENT,110000,Fully Paid,12.38,0,675,679,677,moving,38815,48034,77.8,C
18699,10800,15.22,< 1 year,RENT,115000,Fully Paid,12.05,0,695,699,697,credit_card,58884,96354,35.9,C
18700,33600,18.25,3 years,MORTGAGE,137200,Charged Off,25.26,0,665,669,667,debt_consolidation,326759,355216,83,D
18702,22750,11.99,2 years,MORTGAGE,51000,Fully Paid,14.66,0,705,709,707,debt_consolidation,220814,215032,55.7,B
18707,7000,11.67,2 years,RENT,40000,Fully Paid,30.99,0,700,704,702,credit_card,19887,51717,36.5,B
18708,28000,19.53,2 years,RENT,150000,Fully Paid,9.9,1,685,689,687,debt_consolidation,77242,117453,38.5,D
18709,23500,7.9,6 years,MORTGAGE,52300,Fully Paid,24.55,0,740,744,742,debt_consolidation,151950,198842,46.7,A
18711,10000,7.88,6 years,RENT,38244,Fully Paid,19.71,0,740,744,742,wedding,,,33.8,A
18714,10000,9.67,10+ years,MORTGAGE,137000,Fully Paid,10.2,0,720,724,722,debt_consolidation,275667,326771,22.8,B
18715,18000,10.99,10+ years,MORTGAGE,89000,Fully Paid,18.52,0,665,669,667,credit_card,75426,79713,48.7,B
18716,7500,6.49,10+ years,OWN,25000,Fully Paid,28.47,0,765,769,767,credit_card,15379,43000,6.9,A
18718,6500,18.85,5 years,RENT,60000,Fully Paid,31.63,0,665,669,667,debt_consolidation,170026,138904,67.7,D
18720,12000,17.57,,MORTGAGE,32800,Charged Off,35.38,4,665,669,667,debt_consolidation,30099,41482,33.6,D
18722,14400,14.64,,OWN,40000,Fully Paid,28.74,0,710,714,712,debt_consolidation,39851,52736,91.2,C
18724,20000,6.62,9 years,MORTGAGE,300000,Fully Paid,13.09,0,720,724,722,credit_card,511179,605013,77.9,A
18726,10000,22.2,10+ years,MORTGAGE,40000,Fully Paid,14.4,0,685,689,687,other,88572,103951,46.5,E
18735,2200,8.9,7 years,OWN,90000,Fully Paid,9.04,0,790,794,792,major_purchase,167665,195404,5.1,A
18740,15000,16.99,< 1 year,RENT,65000,Fully Paid,14.36,0,680,684,682,other,75790,77530,43.6,D
18741,20000,7.9,6 years,RENT,50000,Fully Paid,16.49,0,740,744,742,debt_consolidation,,,57.4,A
18742,12250,15.31,4 years,MORTGAGE,35000,Fully Paid,10.29,0,685,689,687,debt_consolidation,11915,27700,43,C
18743,3000,13.65,,RENT,9828,Fully Paid,8.18,0,680,684,682,major_purchase,106350,102023,21.8,C
18744,10000,9.99,7 years,RENT,35000,Fully Paid,26.78,0,720,724,722,debt_consolidation,30159,47449,72.1,B
18747,20000,12.12,5 years,RENT,140000,Fully Paid,13.47,0,710,714,712,debt_consolidation,112793,146645,60.5,B
18748,15000,12.12,10+ years,MORTGAGE,70000,Fully Paid,5.6,1,665,669,667,debt_consolidation,308580,307000,73.2,B
18750,29975,15.99,10+ years,MORTGAGE,93000,Fully Paid,15.37,0,700,704,702,debt_consolidation,285093,325714,72.8,D
18754,12000,10.74,1 year,MORTGAGE,35000,Fully Paid,16.05,0,700,704,702,credit_card,,,29.4,B
18755,8000,6.39,5 years,RENT,75000,Fully Paid,11.44,0,665,669,667,credit_card,15595,25195,87.9,A
18758,4500,13.99,10+ years,RENT,32000,Fully Paid,16.8,0,680,684,682,debt_consolidation,13195,28200,55.2,C
18762,15075,18.25,10+ years,RENT,58000,Fully Paid,15.46,0,670,674,672,debt_consolidation,20346,41307,19.6,D
18764,20000,9.99,< 1 year,RENT,70000,Fully Paid,19.74,0,685,689,687,debt_consolidation,62951,82163,49.2,B
18765,9000,14.99,8 years,MORTGAGE,42000,Fully Paid,31.44,0,690,694,692,debt_consolidation,40340,96600,38.6,C
18766,10000,23.99,7 years,MORTGAGE,70000,Charged Off,26.04,0,660,664,662,home_improvement,42028,58254,54.3,E
18770,35000,20.99,10+ years,MORTGAGE,180000,Fully Paid,9.12,0,675,679,677,debt_consolidation,311995,337640,71,E
18773,5125,6.49,8 years,MORTGAGE,125000,Fully Paid,16.71,0,695,699,697,credit_card,471321,558681,51.1,A
18774,9600,6.49,10+ years,RENT,68000,Fully Paid,26.72,0,710,714,712,debt_consolidation,62059,101164,43.7,A
18775,11000,14.08,3 years,MORTGAGE,70000,Fully Paid,17.04,0,720,724,722,debt_consolidation,35020,57732,39.5,C
18779,12000,6.03,,MORTGAGE,130000,Fully Paid,15.1,0,745,749,747,debt_consolidation,222578,292968,23.6,A
18780,12000,15.05,10+ years,RENT,113000,Fully Paid,10.09,0,690,694,692,debt_consolidation,40744,73588,45.6,C
18783,10000,10.99,1 year,MORTGAGE,62000,Fully Paid,0.97,0,660,664,662,home_improvement,689,8235,7.9,B
18784,26400,22.99,9 years,MORTGAGE,100000,Charged Off,20.68,1,675,679,677,credit_card,311135,347451,50,F
18786,3500,16.99,10+ years,OWN,75000,Fully Paid,24.02,0,700,704,702,debt_consolidation,52209,79137,61.9,D
18787,7500,10.15,10+ years,OWN,50000,Charged Off,15.75,0,705,709,707,debt_consolidation,36096,61269,48.8,B
18789,25200,20.3,4 years,MORTGAGE,86000,Charged Off,14.9,0,690,694,692,debt_consolidation,,,54.4,E
18795,10000,7.9,< 1 year,RENT,133000,Fully Paid,23.12,0,715,719,717,credit_card,158821,177334,85,A
18797,8000,11.39,3 years,MORTGAGE,50000,Fully Paid,21.03,0,675,679,677,debt_consolidation,223805,242324,41,B
18799,8000,16.78,6 years,RENT,48000,Fully Paid,5,0,690,694,692,debt_consolidation,6477,17300,37.4,C
18800,28000,10.99,,MORTGAGE,80000,Fully Paid,13.9,0,785,789,787,debt_consolidation,216985,287167,11.7,B
18802,14500,16.29,3 years,RENT,40000,Fully Paid,23.88,0,685,689,687,major_purchase,28653,38894,58.2,D
18807,24000,10.99,3 years,RENT,76000,Fully Paid,36.43,0,680,684,682,credit_card,100930,168879,47,B
18808,15975,11.99,10+ years,RENT,47000,Charged Off,19.88,0,770,774,772,debt_consolidation,12153,30700,26.6,C
18809,10000,12.12,2 years,MORTGAGE,35000,Fully Paid,10.39,0,720,724,722,debt_consolidation,,,92.2,B
18811,20175,15.61,,OWN,50000,Charged Off,17.4,0,760,764,762,home_improvement,222216,267511,53.1,D
18812,24000,11.67,4 years,RENT,250000,Fully Paid,10.43,0,675,679,677,credit_card,68667,144906,87.7,B
18813,8450,18.49,4 years,RENT,25000,Fully Paid,25.54,0,660,664,662,debt_consolidation,30285,32324,84.5,D
18816,35000,15.99,< 1 year,MORTGAGE,98000,Fully Paid,29.34,0,700,704,702,debt_consolidation,311437,338802,67.6,D
18818,25000,5.32,< 1 year,MORTGAGE,100000,Fully Paid,6.43,0,765,769,767,debt_consolidation,168275,197740,43.5,A
18820,10000,11.99,4 years,RENT,62000,Fully Paid,11.54,1,685,689,687,debt_consolidation,29395,54263,28.7,B
18822,8000,7.26,1 year,MORTGAGE,65000,Fully Paid,22.54,0,680,684,682,credit_card,27365,51952,89.1,A
18823,3600,14.65,10+ years,MORTGAGE,93696,Fully Paid,14.96,2,680,684,682,debt_consolidation,322310,337810,37,C
18824,3000,9.99,1 year,RENT,48000,Fully Paid,14.23,1,695,699,697,major_purchase,24671,45419,31,B
18825,18000,18.99,10+ years,MORTGAGE,69000,Fully Paid,22.78,2,685,689,687,debt_consolidation,202106,245350,59.7,D
18826,15250,18.49,10+ years,RENT,55000,Charged Off,25.88,0,670,674,672,debt_consolidation,,,86,D
18827,12950,13.99,7 years,RENT,32567,Charged Off,22.19,2,660,664,662,debt_consolidation,16213,22026,69.2,C
18832,35000,12.99,10+ years,MORTGAGE,110000,Charged Off,23.26,1,680,684,682,credit_card,460661,555989,52.7,C
18833,8500,6.24,6 years,OWN,43000,Fully Paid,25.96,0,765,769,767,debt_consolidation,200506,238947,34.2,A
18838,8000,14.47,10+ years,RENT,80000,Fully Paid,19.53,0,665,669,667,debt_consolidation,51485,74634,59,C
18839,10000,10.49,5 years,MORTGAGE,140000,Fully Paid,14.26,0,700,704,702,credit_card,240997,296636,48.9,B
18840,6100,10.16,10+ years,MORTGAGE,65000,Fully Paid,17.63,0,745,749,747,credit_card,160071,190519,58.4,B
18841,28000,17.27,2 years,MORTGAGE,140000,Fully Paid,18.71,0,720,724,722,debt_consolidation,510150,569475,23.3,C
18842,24450,7.12,10+ years,OWN,49000,Fully Paid,11.38,2,720,724,722,debt_consolidation,17983,47976,7.8,A
18843,16000,14.47,10+ years,MORTGAGE,100000,Charged Off,17.14,1,700,704,702,debt_consolidation,252947,291605,47,C
18844,3000,11.14,3 years,RENT,42000,Fully Paid,17.51,0,685,689,687,credit_card,74317,93999,24.6,B
18845,12000,8.94,10+ years,MORTGAGE,100000,Fully Paid,11.27,0,745,749,747,major_purchase,,,41,A
18846,2200,14.99,5 years,MORTGAGE,53000,Fully Paid,27.74,0,685,689,687,debt_consolidation,143771,152371,84.8,C
18847,28000,21.98,10+ years,RENT,83000,Fully Paid,8.15,1,675,679,677,debt_consolidation,28409,40783,35.2,E
18849,12000,7.89,10+ years,MORTGAGE,65000,Fully Paid,23.35,0,700,704,702,credit_card,207063,242478,54.9,A
18851,10000,10.99,6 years,MORTGAGE,54000,Fully Paid,17.59,2,680,684,682,credit_card,196665,225797,71.4,B
18854,19800,14.65,4 years,MORTGAGE,55000,Fully Paid,20.34,0,700,704,702,debt_consolidation,175966,197000,77.1,C
18855,1325,17.86,5 years,RENT,25000,Fully Paid,3.6,0,700,704,702,other,26544,28743,51.1,D
18856,9125,13.11,3 years,RENT,95000,Fully Paid,18.88,0,680,684,682,debt_consolidation,100243,125459,94.9,B
18857,31500,13.99,10+ years,MORTGAGE,70000,Fully Paid,16.58,0,665,669,667,credit_card,557928,624730,99,C
18858,35000,7.89,10+ years,MORTGAGE,624000,Fully Paid,8.86,0,690,694,692,debt_consolidation,657823,768113,68.5,A
18860,6975,15.22,2 years,MORTGAGE,68567,Charged Off,18.81,0,700,704,702,debt_consolidation,41891,61763,82.6,C
18861,22000,8.99,2 years,RENT,83000,Fully Paid,21.36,0,715,719,717,credit_card,73670,143404,33.2,B
18865,5000,8.9,2 years,RENT,42000,Fully Paid,30.2,0,750,754,752,debt_consolidation,25515,70101,33.9,A
18866,7000,14.99,4 years,OWN,68000,Fully Paid,3.6,0,680,684,682,credit_card,197477,211650,29.7,C
18868,12000,14.65,2 years,MORTGAGE,35000,Charged Off,21.47,0,695,699,697,debt_consolidation,76569,94073,72,C
18869,14750,15.61,7 years,MORTGAGE,50000,Fully Paid,21.56,0,660,664,662,debt_consolidation,246701,265103,53.6,C
18871,9250,13.11,6 years,MORTGAGE,43000,Fully Paid,13,0,690,694,692,debt_consolidation,,,89.4,C
18877,12000,7.89,,RENT,50000,Fully Paid,13.71,0,700,704,702,debt_consolidation,31075,52736,6.1,A
18879,10000,16.55,2 years,OWN,36000,Fully Paid,29.9,0,680,684,682,debt_consolidation,30822,40116,56.6,D
18881,16000,13.99,5 years,RENT,90000,Charged Off,21.81,1,665,669,667,debt_consolidation,49819,81046,75.6,C
18885,2800,10.49,6 years,RENT,80000,Fully Paid,7.03,1,705,709,707,car,62024,56983,37.8,B
18887,18000,10.49,< 1 year,OWN,50000,Fully Paid,1.94,0,755,759,757,other,4321,28000,15.4,B
18888,8725,22.45,10+ years,MORTGAGE,60000,Charged Off,34.58,0,690,694,692,home_improvement,193477,223702,95.7,E
18889,2800,9.17,10+ years,OWN,36000,Fully Paid,13.9,0,700,704,702,credit_card,198130,213700,72.6,B
18891,9725,7.12,10+ years,RENT,57000,Fully Paid,24.55,0,740,744,742,debt_consolidation,38700,86969,28.1,A
18896,24000,5.32,10+ years,MORTGAGE,130000,Fully Paid,13.3,0,710,714,712,major_purchase,178759,215024,70.9,A
18897,4800,13.98,7 years,OWN,57000,Fully Paid,19.05,0,715,719,717,debt_consolidation,31483,62980,24.5,C
18899,33000,12.49,10+ years,MORTGAGE,85000,Fully Paid,13.73,0,710,714,712,other,213102,274006,5.7,B
18902,23000,13.33,< 1 year,RENT,74400,Charged Off,29.7,0,690,694,692,small_business,65673,123740,50.7,C
18903,7500,7.49,< 1 year,MORTGAGE,39000,Fully Paid,9.63,0,690,694,692,debt_consolidation,71652,84900,71.2,A
18904,13800,9.75,7 years,MORTGAGE,107000,Fully Paid,8.4,0,665,669,667,home_improvement,18105,44315,0.7,B
18906,20000,15.61,,MORTGAGE,73226.34,Fully Paid,28.14,0,715,719,717,debt_consolidation,236601,260484,71.5,C
18908,12375,15.31,10+ years,RENT,50000,Fully Paid,21.65,0,690,694,692,debt_consolidation,27934,32392,95.1,C
18909,12000,18.55,9 years,RENT,70000,Fully Paid,6.1,0,670,674,672,credit_card,10876,19728,67.1,D
18911,20000,7.49,4 years,RENT,240000,Fully Paid,4.99,0,710,714,712,credit_card,46032,65700,70.1,A
18912,28800,28.18,,MORTGAGE,64000,Charged Off,33.19,0,670,674,672,debt_consolidation,230168,266909,56,G
18914,12000,13.99,10+ years,MORTGAGE,76340,Fully Paid,16.59,0,700,704,702,home_improvement,560259,580634,51.4,C
18915,6000,13.35,10+ years,MORTGAGE,78000,Fully Paid,7.74,0,660,664,662,debt_consolidation,181799,201209,49.4,C
18916,3000,13.98,10+ years,MORTGAGE,54000,Fully Paid,13.82,0,685,689,687,other,282761,306549,68.2,C
18917,5600,14.99,3 years,MORTGAGE,42750,Fully Paid,15.67,0,685,689,687,debt_consolidation,165187,190617,85.8,C
18919,20000,12.59,10+ years,MORTGAGE,168000,Fully Paid,7.23,0,660,664,662,debt_consolidation,36290,41900,87.2,C
18920,4800,7.89,5 years,MORTGAGE,125000,Fully Paid,19.59,0,680,684,682,other,303054,416712,10.4,A
18923,30000,17.77,10+ years,MORTGAGE,98000,Fully Paid,14.13,0,695,699,697,debt_consolidation,209191,312089,32.2,D
18924,20000,30.89,10+ years,MORTGAGE,133350,Fully Paid,21.08,0,675,679,677,other,341834,370964,40,G
18925,6000,17.14,10+ years,RENT,60000,Fully Paid,24.13,0,685,689,687,other,303856,332875,78.1,D
18926,14250,10.99,4 years,RENT,50000,Fully Paid,28.02,0,705,709,707,credit_card,30640,39700,58.7,B
18928,17500,14.09,1 year,RENT,45000,Fully Paid,34.88,0,690,694,692,debt_consolidation,39467,70402,62.7,B
18932,15000,7.24,10+ years,MORTGAGE,90000,Fully Paid,5.67,0,730,734,732,debt_consolidation,140520,216152,12.4,A
18933,3200,6.99,5 years,MORTGAGE,66000,Fully Paid,24.29,0,715,719,717,credit_card,197444,236474,10.7,A
18935,6400,11.99,6 years,OWN,50000,Charged Off,11.83,0,700,704,702,credit_card,14017,20800,67.4,B
18937,10000,11.44,10+ years,MORTGAGE,71000,Fully Paid,14.23,2,710,714,712,home_improvement,266848,302613,28.7,B
18940,12000,16.29,3 years,RENT,60000,Fully Paid,13.16,0,675,679,677,debt_consolidation,33528,44069,67.2,D
18941,12000,9.75,1 year,RENT,85000,Fully Paid,12.48,0,705,709,707,debt_consolidation,25827,51300,34.6,B
18943,12000,8.9,7 years,MORTGAGE,65000,Charged Off,27.84,0,675,679,677,debt_consolidation,128644,156774,67.1,A
18944,18000,7.24,10+ years,MORTGAGE,57500,Fully Paid,12.42,0,750,754,752,debt_consolidation,164822,185000,73,A
18946,35000,5.32,10+ years,RENT,312418,Fully Paid,3.53,0,805,809,807,home_improvement,12580,82540,4.1,A
18947,9000,7.89,3 years,RENT,51900,Fully Paid,26.33,0,675,679,677,debt_consolidation,60027,79405,67.8,A
18948,15000,8.39,< 1 year,MORTGAGE,180000,Fully Paid,8.58,0,660,664,662,debt_consolidation,177889,206783,59.3,B
18949,9000,7.89,2 years,RENT,36100,Fully Paid,12.17,0,705,709,707,credit_card,63066,74546,48.1,A
18950,22500,8.9,3 years,OWN,90000,Fully Paid,1.49,0,770,774,772,home_improvement,4271,15200,28.1,A
18951,4800,7.9,< 1 year,RENT,70000,Fully Paid,6.15,0,700,704,702,credit_card,166949,170618,42.9,A
18952,10000,5.32,9 years,MORTGAGE,106000,Fully Paid,15.88,1,685,689,687,credit_card,363621,403426,64.4,A
18953,9000,15.96,4 years,MORTGAGE,78000,Charged Off,5.89,0,680,684,682,debt_consolidation,,,86.3,C
18957,7500,13.98,2 years,RENT,41200,Charged Off,32.36,0,660,664,662,debt_consolidation,86477,88391,38.7,C
18958,14400,16.29,10+ years,MORTGAGE,89900,Fully Paid,13.13,0,675,679,677,credit_card,34967,61824,52.1,C
18959,20000,5.32,3 years,RENT,70000,Fully Paid,6.12,0,730,734,732,debt_consolidation,19627,46800,41.9,A
18960,17200,12.99,7 years,RENT,120000,Fully Paid,8.25,2,670,674,672,debt_consolidation,35648,45399,74.5,C
18961,12600,20.99,10+ years,MORTGAGE,35000,Fully Paid,27.3,0,700,704,702,debt_consolidation,39638,47208,33.7,E
18963,28000,20.89,10+ years,MORTGAGE,99000,Fully Paid,19.53,3,680,684,682,debt_consolidation,,,35.5,F
18964,16000,12.35,10+ years,RENT,62000,Fully Paid,17.23,0,665,669,667,debt_consolidation,80502,98931,68.7,B
18966,13575,12.99,10+ years,MORTGAGE,102000,Charged Off,9.07,1,710,714,712,credit_card,141183,173141,22.5,C
18971,18000,8.49,10+ years,RENT,62000,Fully Paid,13.84,0,700,704,702,credit_card,33495,52955,56.2,B
18974,4800,7.9,4 years,RENT,100000,Fully Paid,18.13,0,740,744,742,major_purchase,42520,78105,23.3,A
18975,24025,18.54,10+ years,RENT,72000,Charged Off,18.37,0,670,674,672,debt_consolidation,48633,55070,91,E
18976,21000,16.99,1 year,MORTGAGE,95000,Fully Paid,17.78,0,680,684,682,debt_consolidation,410167,452999,78.2,D
