Column1,loan_amnt,int_rate,emp_length,home_ownership,annual_inc,loan_status,grade,dti,delinq_2yrs,fico_range_low,fico_range_high,fico_avg,purpose,tot_cur_bal,tot_hi_cred_lim,revol_util
17242,18075,19.99,6 years,MORTGAGE,77000,0,E,19.51,0,670,674,672,debt_consolidation,167593,219198,49.6
17243,38300,7.99,10+ years,MORTGAGE,135000,1,A,19.56,0,775,779,777,debt_consolidation,49091,149600,22.3
17244,5000,7.97,,OWN,75000,1,A,15.89,0,815,819,817,credit_card,162118,341131,5.3
17245,6000,5.32,10+ years,MORTGAGE,80000,1,A,10.74,0,720,724,722,credit_card,103896,130504,20.1
17246,12000,8.39,6 years,RENT,98000,1,B,13.89,0,670,674,672,credit_card,38062,63956,93.2
17247,15000,11.49,3 years,RENT,40000,1,B,20.36,0,680,684,682,credit_card,17627,27400,57.8
17250,7200,11.44,3 years,RENT,32000,0,B,15.94,0,670,674,672,credit_card,41842,42819,63.1
17251,4375,13.99,,MORTGAGE,33036,1,C,29.79,2,670,674,672,other,366554,391845,84
17252,10000,20,4 years,RENT,53000,1,D,13.75,0,705,709,707,debt_consolidation,292097,273597,49.8
17254,8000,11.53,10+ years,RENT,21432,1,B,16.63,1,665,669,667,debt_consolidation,10046,13300,75.5
17255,5000,7.07,3 years,RENT,37000,1,A,17.81,0,760,764,762,debt_consolidation,18023,44719,18.2
17256,5000,9.17,2 years,RENT,60000,1,B,25.66,0,685,689,687,debt_consolidation,46982,68041,95.4
17258,7200,9.76,10+ years,RENT,42000,0,B,10.43,0,660,664,662,credit_card,9972,14300,69.7
17259,4750,15.31,10+ years,MORTGAGE,36000,1,C,21.5,1,665,669,667,credit_card,76823,81525,80.8
17261,11400,25.11,2 years,MORTGAGE,45700,0,F,22.3,1,660,664,662,credit_card,200234,219115,51.8
17263,21000,12.79,10+ years,MORTGAGE,101000,0,C,16.2,0,660,664,662,debt_consolidation,194758,208437,75
17265,21000,14.08,10+ years,MORTGAGE,138000,1,C,31.82,0,685,689,687,debt_consolidation,381301,431622,86
17267,4900,11.49,2 years,RENT,58000,1,B,16.4,0,715,719,717,debt_consolidation,27685,87040,5.9
17270,1600,8.24,,RENT,60000,1,B,17.15,0,675,679,677,medical,29619,36259,90.4
17271,14000,9.17,5 years,RENT,45000,1,B,13.57,0,680,684,682,credit_card,21546,28542,90
17272,9500,8.39,10+ years,MORTGAGE,55000,1,B,19.55,0,705,709,707,debt_consolidation,222788,249494,41.3
17273,20000,7.89,10+ years,OWN,150000,0,A,16.37,0,715,719,717,debt_consolidation,66853,153254,21.2
17275,31000,12.29,10+ years,MORTGAGE,131000,1,C,15.57,0,740,744,742,credit_card,461508,508082,66.8
17276,6000,10.99,1 year,RENT,35000,1,B,17.9,0,660,664,662,debt_consolidation,19880,28862,57.7
17279,6400,10.49,3 years,MORTGAGE,40000,1,B,16.35,1,695,699,697,credit_card,181575,208518,49.6
17280,5000,10.49,10+ years,MORTGAGE,38000,1,B,5.18,0,680,684,682,credit_card,191494,258200,84.7
17281,14000,9.17,5 years,RENT,40000,1,B,14.88,2,705,709,707,debt_consolidation,70249,89923,26.1
17282,20000,16.29,3 years,MORTGAGE,57000,0,C,28.53,0,695,699,697,debt_consolidation,37340,103179,30.4
17283,14000,7.89,10+ years,OWN,57290,1,A,11.56,9,705,709,707,credit_card,128460,154019,55.2
17284,19125,19.47,10+ years,MORTGAGE,80000,0,D,18.54,0,665,669,667,debt_consolidation,393701,436306,58.1
17286,18000,12.74,4 years,OWN,70000,1,C,14.09,0,705,709,707,debt_consolidation,28776,58814,45.6
17287,18000,5.32,10+ years,MORTGAGE,74000,1,A,7.77,1,750,754,752,debt_consolidation,87139,167700,30.5
17288,2900,13.99,10+ years,OWN,33000,1,C,31.78,0,720,724,722,debt_consolidation,80112,118346,28.6
17291,4200,11.99,10+ years,RENT,30000,1,C,15.53,0,700,704,702,debt_consolidation,16426,23309,25.7
17292,25000,15.05,8 years,MORTGAGE,88300,1,C,24.27,0,705,709,707,debt_consolidation,313874,377001,91
17294,15000,7.26,10+ years,RENT,85000,1,A,20.21,0,730,734,732,debt_consolidation,60098,111531,31.5
17295,10600,11.39,,MORTGAGE,30000,1,B,5.08,0,705,709,707,vacation,196146,221600,10.2
17298,20000,13.33,10+ years,MORTGAGE,55050,1,C,34.55,0,680,684,682,debt_consolidation,117889,136250,79.4
17300,21000,21.99,< 1 year,RENT,84400,0,F,17.36,1,675,679,677,debt_consolidation,38977,60744,57.7
17301,17000,13.99,4 years,MORTGAGE,58000,1,C,22.72,0,705,709,707,debt_consolidation,251060,272915,67.8
17302,25000,25.11,2 years,MORTGAGE,192000,1,F,7.7,0,660,664,662,debt_consolidation,528361,576809,87.2
17303,16000,9.75,2 years,RENT,57000,1,B,26.88,1,680,684,682,credit_card,78220,87767,75.1
17306,24000,9.8,10+ years,MORTGAGE,55000,0,B,32.75,1,680,684,682,debt_consolidation,107643,139359,65.3
17307,10000,7.89,6 years,RENT,51000,1,A,9.69,0,705,709,707,debt_consolidation,18087,25942,73.9
17308,20000,12.74,1 year,MORTGAGE,26520,1,C,55.84,0,700,704,702,debt_consolidation,40468,62884,47.7
17309,10000,12.74,10+ years,MORTGAGE,100000,1,C,28.15,2,660,664,662,other,280946,328119,74
17310,20125,13.99,3 years,MORTGAGE,130000,1,C,27.07,0,705,709,707,debt_consolidation,305021,351550,58.2
17311,1500,12.69,10+ years,RENT,84017,1,C,13,0,685,689,687,major_purchase,20711,28157,74.1
17312,27925,18.55,5 years,MORTGAGE,69800,1,E,22.8,0,690,694,692,debt_consolidation,237488,249753,96.6
17313,5000,24.49,7 years,RENT,26000,0,E,17.5,0,670,674,672,other,19125,22100,40.1
17316,35000,13.99,10+ years,MORTGAGE,300000,0,C,16.29,1,710,714,712,credit_card,212246,449733,61.6
17317,5000,11.99,10+ years,RENT,80000,1,C,14.09,0,660,664,662,credit_card,29793,36050,85.7
17321,17000,9.99,10+ years,MORTGAGE,68000,1,B,31.97,0,715,719,717,credit_card,303025,398091,29.4
17322,11200,9.75,10+ years,RENT,50000,1,B,21.24,0,690,694,692,debt_consolidation,19899,42788,42.9
17325,20000,13.49,2 years,MORTGAGE,72000,1,C,11.8,0,660,664,662,credit_card,17352,25200,75.5
17330,16000,18.99,10+ years,RENT,38000,1,D,28.21,0,735,739,737,debt_consolidation,20553,43499,30.9
17331,12000,10.75,,OWN,81222,1,B,20.55,0,695,699,697,debt_consolidation,38802,58242,75
17332,1000,10.49,1 year,OWN,150000,1,B,1.87,0,755,759,757,credit_card,7736,134500,5.8
17333,24000,14.08,,MORTGAGE,95000,1,C,20.6,0,705,709,707,debt_consolidation,188449,207944,13.4
17335,20000,7.39,< 1 year,MORTGAGE,78000,1,A,10.37,0,710,714,712,credit_card,167569,204750,60.5
17338,5000,11.39,10+ years,OWN,40000,1,B,30.16,0,670,674,672,debt_consolidation,33404,51753,70.6
17339,10000,9.49,3 years,OWN,172000,1,B,13.9,0,730,734,732,moving,468981,576200,36.7
17341,12925,19.99,3 years,RENT,46488,1,E,23.98,2,670,674,672,debt_consolidation,41649,46110,76.6
17344,8225,7.97,4 years,RENT,75000,1,A,6.05,0,695,699,697,credit_card,8746,29926,29.9
17347,4000,12.79,10+ years,MORTGAGE,56000,1,C,27.09,0,695,699,697,home_improvement,137819,176500,47.7
17348,16000,13.67,10+ years,MORTGAGE,54000,1,C,42.58,0,675,679,677,debt_consolidation,280148,322762,82.5
17349,15000,18.24,10+ years,RENT,38000,0,D,29.82,0,675,679,677,debt_consolidation,34132,51598,50
17350,2000,7.89,2 years,RENT,50000,1,A,12.39,0,715,719,717,major_purchase,12285,26328,98.2
17351,35000,20.99,10+ years,MORTGAGE,140000,1,E,4.8,0,685,689,687,home_improvement,26788,44896,52.5
17354,30000,11.44,10+ years,RENT,115000,1,B,14.81,0,715,719,717,debt_consolidation,81661,145612,39.3
17358,26700,11.53,10+ years,MORTGAGE,77988,1,B,27.22,1,695,699,697,debt_consolidation,183550,310382,62.6
17361,10000,8.19,5 years,RENT,47160,1,A,26.17,0,665,669,667,credit_card,119758,177659,42.8
17366,6000,11.49,3 years,OWN,40000,1,B,28.17,1,680,684,682,credit_card,37996,63724,34.1
17367,16800,12.29,10+ years,MORTGAGE,48000,1,C,29.67,0,705,709,707,debt_consolidation,185422,242186,38.8
17369,13200,13.49,10+ years,MORTGAGE,60000,1,C,9.56,0,660,664,662,debt_consolidation,193339,210647,59.8
17372,16100,23.99,4 years,RENT,35000,0,F,22.63,0,695,699,697,credit_card,24912,35500,52.7
17374,1450,10.75,4 years,RENT,40000,1,B,8.22,0,695,699,697,debt_consolidation,57796,62573,37.8
17375,10000,7.89,10+ years,MORTGAGE,60000,1,A,15.46,1,720,724,722,credit_card,302246,398309,26.1
17377,7000,11.49,< 1 year,MORTGAGE,44000,1,B,17.38,0,725,729,727,credit_card,144141,159141,91.3
17379,14000,5.32,10+ years,OWN,80000,1,A,11.28,0,760,764,762,debt_consolidation,17446,54000,29.8
17381,12000,10.42,< 1 year,RENT,120000,1,B,7.61,0,720,724,722,debt_consolidation,23888,51840,41.1
17382,10000,16.99,2 years,RENT,51000,1,D,18.12,0,670,674,672,debt_consolidation,59373,60616,66.7
17383,24375,24.49,8 years,RENT,53000,1,E,33.13,0,675,679,677,credit_card,51487,67425,70
17384,20000,5.32,10+ years,MORTGAGE,105000,1,A,19.87,0,790,794,792,debt_consolidation,401733,525408,25.2
17385,12000,13.68,10+ years,MORTGAGE,62000,0,C,14.35,0,695,699,697,debt_consolidation,105451,122277,67.9
17387,4500,16.99,< 1 year,RENT,20000,1,D,21.25,0,700,704,702,car,9600,23351,26.5
17388,15000,8.18,10+ years,MORTGAGE,120000,1,B,24.28,2,695,699,697,credit_card,420414,470546,51.2
17389,18000,30.89,,RENT,21384,1,G,48.99,0,680,684,682,debt_consolidation,22965,37856,80.2
17393,26875,13.49,1 year,RENT,56000,1,C,28.94,0,695,699,697,debt_consolidation,67050,91582,67.5
17394,9000,11.53,2 years,RENT,101000,1,B,7.16,0,675,679,677,credit_card,19566,34761,50.2
17395,3000,11.47,,OWN,28000,1,B,6.64,0,705,709,707,home_improvement,4752,11500,41.3
17396,3700,14.64,3 years,OWN,34150,0,C,15.04,0,685,689,687,debt_consolidation,130578,142050,22.9
17397,10000,15.99,8 years,RENT,58000,1,C,9.37,0,680,684,682,debt_consolidation,15537,24395,59.2
17398,10000,12.79,4 years,RENT,65000,1,C,16.62,0,670,674,672,home_improvement,52767,58339,63.3
17400,30000,15.05,6 years,RENT,60000,1,C,20.64,0,700,704,702,credit_card,69953,90347,66.6
17404,10000,9.99,1 year,MORTGAGE,45000,1,B,17.63,1,670,674,672,debt_consolidation,181622,200527,44.5
17407,27075,19.52,10+ years,MORTGAGE,58937,1,E,5.5,0,690,694,692,home_improvement,5457,13900,39.3
17409,15000,7.89,10+ years,OWN,58000,1,A,6.27,0,695,699,697,home_improvement,10371,54800,18.9
17410,32000,15.61,4 years,RENT,90000,0,C,13.52,0,695,699,697,credit_card,321467,338350,93.6
17411,15000,14.49,10+ years,OWN,114000,1,C,10.79,0,665,669,667,home_improvement,53151,57218,70.9
17413,6000,17.09,7 years,OWN,75000,1,D,13.06,0,660,664,662,credit_card,31987,42924,64
17414,15000,9.99,10+ years,MORTGAGE,64000,1,B,13.37,0,735,739,737,credit_card,155815,235540,31.2
17415,9600,8.99,10+ years,MORTGAGE,90000,1,B,14.73,0,670,674,672,debt_consolidation,196531,264278,57.8
17416,6000,15.59,8 years,MORTGAGE,31200,1,C,31.96,2,685,689,687,other,22150,35456,20.9
17417,2700,13.99,10+ years,MORTGAGE,35000,1,C,20.27,0,695,699,697,debt_consolidation,275147,285350,84.4
17418,3425,9.44,10+ years,RENT,38800,1,B,34.55,1,730,734,732,debt_consolidation,21261,47534,13.2
17419,30000,9.76,3 years,RENT,125000,1,B,13.37,0,730,734,732,debt_consolidation,63800,127237,19.8
17420,20500,17.77,10+ years,MORTGAGE,47000,0,D,27.04,0,695,699,697,debt_consolidation,174170,190884,70.5
17421,18300,17.99,4 years,RENT,66000,1,D,6.65,0,660,664,662,debt_consolidation,10234,23298,32.7
17422,22000,13.49,10+ years,MORTGAGE,60000,1,C,27.18,0,705,709,707,debt_consolidation,78927,137978,51.5
17423,7000,11.44,10+ years,MORTGAGE,39000,1,B,25.45,0,705,709,707,debt_consolidation,29718,79000,56.4
17425,10000,11.49,,RENT,63612,1,B,21.75,0,660,664,662,debt_consolidation,48525,60024,66.1
17426,10000,10.49,1 year,MORTGAGE,95000,1,B,13.19,0,670,674,672,debt_consolidation,21327,40625,64.1
17428,15600,12.69,10+ years,RENT,75000,1,C,17.74,0,695,699,697,other,40304,67781,57.5
17434,14400,26.57,10+ years,RENT,43160,1,F,22.25,0,685,689,687,credit_card,26661,38536,46.1
17435,10000,16.02,1 year,RENT,55000,1,C,17.65,0,680,684,682,credit_card,235140,244955,89.6
17436,1750,16.99,8 years,MORTGAGE,46000,1,D,15.5,0,715,719,717,other,26995,34652,53.6
17437,20000,11.99,1 year,OWN,70000,1,C,22.41,0,680,684,682,other,33686,50194,71.1
17439,8000,5.32,3 years,MORTGAGE,58000,1,A,12.08,0,720,724,722,credit_card,101899,115464,70
17440,40000,7.39,10+ years,RENT,200000,1,A,9.1,0,690,694,692,credit_card,72979,93323,69.5
17441,35000,16.29,7 years,OWN,145000,1,D,11.36,0,710,714,712,credit_card,45583,65239,68.5
17442,5000,8.24,10+ years,MORTGAGE,80000,1,B,17.64,1,670,674,672,credit_card,138075,153186,93
17443,13850,17.99,9 years,OWN,33000,1,D,12.51,0,680,684,682,debt_consolidation,82426,102667,64.4
17444,10000,10.99,4 years,RENT,40000,1,B,9.48,0,690,694,692,debt_consolidation,11403,22400,50.9
17447,10000,11.44,10+ years,MORTGAGE,50000,1,B,22.56,0,710,714,712,credit_card,211496,305700,35.8
17451,25600,8.19,3 years,OWN,75000,0,A,28.67,0,720,724,722,debt_consolidation,50837,107819,47
17452,26950,30.74,8 years,MORTGAGE,73235,1,F,31.38,0,675,679,677,debt_consolidation,63049,88916,65.3
17454,4800,14.33,9 years,RENT,70000,0,C,15.79,1,675,679,677,credit_card,25883,45578,54.6
17455,10400,17.99,< 1 year,RENT,26000,1,D,23.03,0,670,674,672,credit_card,18934,25460,60
17457,12000,15.31,10+ years,MORTGAGE,72565,1,C,16.75,0,755,759,757,home_improvement,43002,59429,33.1
17460,35000,16.99,10+ years,MORTGAGE,420000,1,D,15.14,0,705,709,707,other,725206,810338,41.7
17463,30000,7.99,1 year,MORTGAGE,90000,1,A,12.75,1,710,714,712,debt_consolidation,147323,217200,42.9
17464,4500,10.49,10+ years,MORTGAGE,33612,1,B,8.68,0,665,669,667,credit_card,66156,68906,66
17465,7000,13.99,10+ years,MORTGAGE,59400,0,C,21.23,0,710,714,712,debt_consolidation,,,54.4
17467,10100,19.99,10+ years,RENT,23000,1,E,38.57,0,680,684,682,credit_card,17300,39135,72
17472,7700,8.39,10+ years,RENT,36500,0,B,10.39,0,670,674,672,credit_card,19796,32499,34.9
17473,18000,9.93,< 1 year,RENT,90000,1,B,17.49,1,680,684,682,debt_consolidation,41240,68521,45.3
17474,16000,9.17,< 1 year,RENT,70000,1,B,26.38,1,695,699,697,credit_card,87243,134401,78.6
17478,5000,14.99,4 years,RENT,39000,0,C,13.11,5,680,684,682,debt_consolidation,91631,90509,26.7
17481,6950,7.21,< 1 year,OWN,50000,1,A,24.82,0,735,739,737,small_business,168577,273353,11
17482,10000,8.9,6 years,MORTGAGE,60000,0,A,28.13,0,710,714,712,credit_card,39654,56480,85.5
17483,5000,5.32,2 years,RENT,126000,1,A,6.94,0,810,814,812,debt_consolidation,13646,90595,11.9
17485,8000,8.99,< 1 year,RENT,60000,1,B,14.48,0,725,729,727,debt_consolidation,24628,51986,50.7
17486,15000,15.05,10+ years,RENT,65000,1,C,21.14,0,680,684,682,debt_consolidation,30959,68873,19.3
17487,6000,11.49,3 years,RENT,45000,0,B,22.67,0,715,719,717,credit_card,31182,50796,31.9
17489,14575,16.99,2 years,MORTGAGE,52000,0,D,17.17,0,755,759,757,debt_consolidation,265118,305048,15.1
17493,20000,10.49,10+ years,MORTGAGE,110000,1,B,11.25,0,685,689,687,debt_consolidation,373704,450985,20.7
17494,10500,13.49,3 years,RENT,29500,1,C,11.27,0,715,719,717,debt_consolidation,8846,21500,41.1
17495,5000,12.29,,RENT,19500,1,C,28,0,695,699,697,credit_card,21084,32059,31.6
17496,12000,14.33,7 years,RENT,57000,0,C,25.16,0,690,694,692,credit_card,46689,62318,57.1
17497,25000,8.19,7 years,MORTGAGE,140000,1,A,13.78,3,665,669,667,credit_card,622411,860293,79.4
17499,30000,9.99,10+ years,MORTGAGE,93000,1,B,11.43,0,760,764,762,credit_card,125970,215643,14.1
17501,15000,9.76,8 years,OWN,52000,0,B,25.62,0,695,699,697,debt_consolidation,22723,56847,49
17502,12000,6.99,10+ years,MORTGAGE,95000,1,A,8.34,0,770,774,772,home_improvement,272479,325746,8.8
17504,4200,13.99,7 years,MORTGAGE,66114,1,C,20.66,0,700,704,702,medical,72213,78970,80.8
17505,8000,11.99,3 years,MORTGAGE,98000,0,C,21.38,4,680,684,682,car,365024,402198,21.8
17507,3025,12.62,5 years,MORTGAGE,65000,1,C,16.69,0,705,709,707,other,199364,240109,44.7
17508,14000,11.99,3 years,RENT,60000,1,C,16.9,0,690,694,692,debt_consolidation,24806,48750,41.4
17509,11000,18.99,2 years,RENT,25000,1,D,13.5,0,755,759,757,home_improvement,6821,37100,15
17510,15500,12.62,< 1 year,MORTGAGE,55000,1,C,29.46,0,755,759,757,debt_consolidation,137297,187621,8.5
17512,17000,12.74,,MORTGAGE,60000,1,C,20.84,0,750,754,752,debt_consolidation,244132,266826,46.8
17514,3200,11.99,3 years,RENT,50000,1,B,20.6,0,705,709,707,debt_consolidation,39485,61982,29.5
17515,10000,17.86,1 year,RENT,33000,0,D,30.36,0,675,679,677,debt_consolidation,19872,29699,67.2
17516,40000,15.05,< 1 year,MORTGAGE,50000,1,C,34.76,0,670,674,672,debt_consolidation,208217,226540,80.5
17518,12000,13.49,3 years,MORTGAGE,46000,1,C,18.81,0,660,664,662,debt_consolidation,282033,295619,97.8
17519,4675,26.77,3 years,RENT,27000,0,G,29.82,0,665,669,667,other,17335,20717,80.7
17520,30000,30.94,,RENT,30576,1,G,14.25,0,700,704,702,debt_consolidation,11922,34738,25.7
17521,15000,6.99,1 year,OWN,80000,1,A,16.05,0,700,704,702,credit_card,300973,347874,57
17526,10000,7.39,5 years,OWN,150000,1,A,10.95,1,725,729,727,credit_card,432666,588990,17.9
17527,20000,9.49,< 1 year,MORTGAGE,104000,0,B,9.53,1,690,694,692,major_purchase,474635,487480,0.1
17528,5075,15.59,10+ years,RENT,65000,1,C,17.86,0,665,669,667,debt_consolidation,35402,52599,52.3
17534,5000,8.24,10+ years,MORTGAGE,80000,1,B,2.06,0,680,684,682,credit_card,298073,309209,64.2
17535,16300,18.99,4 years,RENT,53250,1,D,26.27,0,700,704,702,debt_consolidation,40963,56853,42.1
17536,35000,17.99,8 years,RENT,158000,1,D,32.14,1,670,674,672,debt_consolidation,136210,207506,76.9
17537,12000,17.27,10+ years,RENT,58212,1,C,11.54,3,665,669,667,debt_consolidation,268353,292173,23.3
17538,20275,10.49,10+ years,MORTGAGE,350000,1,B,16.13,0,735,739,737,debt_consolidation,559806,673059,54.7
17539,6975,18.99,4 years,RENT,40000,0,D,14.88,1,665,669,667,debt_consolidation,28232,37370,7.4
17540,10000,10.75,8 years,RENT,110000,0,B,24.42,0,680,684,682,credit_card,202595,279538,69.9
17541,6000,10.99,,OWN,28000,1,B,12.77,0,680,684,682,credit_card,24074,51800,59.7
17542,20000,7.89,10+ years,MORTGAGE,95000,1,A,28.2,0,725,729,727,debt_consolidation,289209,421449,37.1
17543,20000,13.35,3 years,RENT,65000,0,C,20.14,0,705,709,707,debt_consolidation,61855,79734,69.8
17544,14400,18.99,10+ years,MORTGAGE,57000,1,D,29.64,0,695,699,697,debt_consolidation,258051,297250,30.5
17549,14400,14.99,10+ years,MORTGAGE,95000,1,C,31.83,0,695,699,697,debt_consolidation,201508,258146,57.6
17551,14400,15.99,10+ years,MORTGAGE,70000,1,D,34.51,0,695,699,697,credit_card,209814,261599,86
17552,21000,9.75,9 years,MORTGAGE,150000,1,B,29.93,0,705,709,707,debt_consolidation,247310,289062,88.8
17553,8400,7.89,5 years,RENT,45000,1,A,33.04,0,705,709,707,debt_consolidation,40655,95739,19.9
17554,13500,13.33,10+ years,OWN,72000,1,C,35.72,0,735,739,737,debt_consolidation,160175,231414,45.9
17556,25000,16.02,10+ years,MORTGAGE,105000,1,C,16.46,0,700,704,702,credit_card,394012,452747,96
17557,15000,6.99,10+ years,MORTGAGE,106000,1,A,16.93,0,695,699,697,credit_card,384117,438727,23.7
17558,13200,13.67,10+ years,RENT,30000,1,C,23.72,0,680,684,682,credit_card,17440,22100,78.6
17559,14000,11.39,4 years,RENT,172000,1,B,2.97,0,700,704,702,debt_consolidation,8627,33700,25.6
17561,15000,9.44,4 years,MORTGAGE,69788,1,B,22.94,0,680,684,682,debt_consolidation,380227,427443,44
17563,21375,16.02,10+ years,MORTGAGE,93000,1,C,7.78,0,690,694,692,debt_consolidation,296757,324694,43.4
17565,16000,16.55,2 years,MORTGAGE,45000,0,D,33.41,0,710,714,712,debt_consolidation,108721,139281,55.2
17566,8000,11.99,,MORTGAGE,80000,1,B,15.98,0,685,689,687,debt_consolidation,245004,272814,74.2
17570,20000,7.89,10+ years,OWN,85000,0,A,1.76,0,790,794,792,medical,3288,162200,2
17572,15000,18.99,10+ years,OWN,51200,1,D,10.74,0,680,684,682,other,36111,61085,38
17575,8575,15.99,10+ years,MORTGAGE,65000,0,D,15.62,0,715,719,717,home_improvement,250432,296788,99
17577,3100,14.99,10+ years,MORTGAGE,60000,1,C,27.18,0,665,669,667,credit_card,609839,623764,65.5
17578,10400,10.75,3 years,RENT,48203,1,B,38.45,0,740,744,742,debt_consolidation,58895,97702,33
17579,14500,18.99,2 years,RENT,33000,1,D,11.38,0,695,699,697,debt_consolidation,12857,18900,68
17582,6000,15.31,7 years,RENT,28000,1,C,21.99,0,685,689,687,credit_card,18836,29634,52.8
17583,11000,20.99,2 years,RENT,25000,1,E,36.73,0,685,689,687,debt_consolidation,32701,40719,79.1
17584,1200,12.05,2 years,MORTGAGE,55000,1,C,20.07,0,695,699,697,major_purchase,36402,47381,60.7
17585,24200,9.99,10+ years,RENT,55000,1,B,27.61,0,685,689,687,debt_consolidation,29615,64254,55.4
17586,4200,12.74,10+ years,RENT,74000,1,C,14.7,0,715,719,717,debt_consolidation,27195,48266,37.3
17588,24000,13.99,7 years,RENT,75000,1,C,18.7,0,720,724,722,debt_consolidation,30336,70025,29.6
17589,10000,16.02,3 years,RENT,53000,1,C,19.2,1,700,704,702,debt_consolidation,39435,47795,22.5
17590,15000,15.31,1 year,RENT,70000,1,C,11.01,0,695,699,697,debt_consolidation,21987,30782,73.1
17594,11500,13.11,10+ years,MORTGAGE,35000,0,B,27.81,0,710,714,712,debt_consolidation,32906,54634,58.5
17597,6000,10.42,10+ years,MORTGAGE,85000,1,B,21.71,1,680,684,682,other,161447,200983,92.6
17599,7000,18.55,6 years,RENT,14000,1,E,23.33,0,710,714,712,debt_consolidation,37813,56491,33
17603,4825,11.47,< 1 year,RENT,45000,1,B,29.15,0,720,724,722,credit_card,43385,78343,50.7
17604,12000,13.99,2 years,MORTGAGE,60000,1,C,15.18,0,690,694,692,debt_consolidation,27267,48616,36.1
17605,30000,12.29,10+ years,MORTGAGE,76202,1,C,13.13,0,690,694,692,debt_consolidation,218292,279050,53.1
17606,9175,16.59,5 years,RENT,34000,0,D,7.48,0,660,664,662,credit_card,8754,19400,45.1
17610,35000,14.99,10+ years,MORTGAGE,198000,0,C,8.23,0,700,704,702,credit_card,569615,629476,25.3
17611,18000,9.93,8 years,MORTGAGE,83000,1,B,12.54,0,740,744,742,credit_card,323432,372663,34.4
17613,16000,16.29,10+ years,OWN,127000,1,D,16.95,0,685,689,687,debt_consolidation,72677,85916,88.1
17614,16800,13.59,2 years,RENT,100000,1,C,26.59,1,665,669,667,debt_consolidation,196218,241389,73
17615,6925,15.59,6 years,RENT,16500,1,D,37.02,0,670,674,672,debt_consolidation,6931,25744,57.7
17616,20000,6.92,,MORTGAGE,87000,0,A,26.59,0,700,704,702,debt_consolidation,214789,286095,25.4
17618,11500,11.53,1 year,RENT,125000,0,B,9.84,0,665,669,667,debt_consolidation,47397,59242,29.6
17619,7200,13.59,8 years,RENT,45000,1,C,23.23,2,680,684,682,debt_consolidation,27914,51866,14.4
17620,7200,11.67,5 years,MORTGAGE,60000,0,B,6.62,0,690,694,692,debt_consolidation,153174,152583,43.2
17621,4900,12.74,9 years,MORTGAGE,25000,1,C,25.92,0,705,709,707,debt_consolidation,102103,140430,30.1
17622,7200,8.9,7 years,MORTGAGE,43000,0,A,9.49,0,765,769,767,credit_card,8385,42716,21.5
17625,12000,9.44,10+ years,RENT,49000,1,B,34.29,0,750,754,752,debt_consolidation,50123,120051,26.1
17626,12000,7.24,7 years,RENT,40000,1,A,34.8,0,680,684,682,credit_card,49229,66450,72
17627,14400,18.99,3 years,RENT,51054,1,D,17.75,0,700,704,702,debt_consolidation,13112,56890,9.3
17628,7000,24.99,3 years,MORTGAGE,61900,1,E,15.92,0,700,704,702,vacation,122296,138965,11.8
17629,7825,18.99,< 1 year,OWN,23040,1,D,17.66,0,720,724,722,other,29937,53982,1.7
17634,30000,10.49,10+ years,MORTGAGE,110000,1,B,14.25,0,685,689,687,credit_card,206799,272166,46.7
17636,11000,19.99,10+ years,RENT,52000,1,D,21.76,0,660,664,662,debt_consolidation,15954,34394,50
17637,27000,7.89,10+ years,MORTGAGE,72400,1,A,31.94,0,720,724,722,debt_consolidation,74012,140506,42
17638,18000,13.99,1 year,RENT,117000,1,C,23.16,1,670,674,672,credit_card,122327,148147,82.1
17639,19200,15.05,< 1 year,RENT,51000,1,C,46.35,1,695,699,697,credit_card,86238,127529,60.4
17643,5000,8.19,< 1 year,RENT,25000,0,A,27.41,0,710,714,712,debt_consolidation,14755,38400,41.1
17644,10550,19.19,3 years,OWN,24000,0,E,28.7,0,695,699,697,debt_consolidation,25695,28633,80.8
17648,18100,12.74,2 years,RENT,60000,1,C,23.36,0,710,714,712,debt_consolidation,35355,57401,54.7
17649,8000,12.99,2 years,RENT,45000,1,C,9.39,0,725,729,727,debt_consolidation,3190,21987,6.5
17652,21000,16.99,2 years,MORTGAGE,85000,1,D,16.21,0,715,719,717,debt_consolidation,36917,100225,36.3
17653,16000,11.99,8 years,MORTGAGE,62000,1,C,22.35,1,670,674,672,home_improvement,159289,206614,45
17654,7000,11.39,< 1 year,OWN,33600,1,B,34.21,0,700,704,702,debt_consolidation,26447,55276,52.3
17655,18175,16.02,10+ years,MORTGAGE,120000,1,C,10.08,0,705,709,707,debt_consolidation,186713,214200,49.9
17659,23000,9.17,2 years,MORTGAGE,140000,1,B,29,0,700,704,702,debt_consolidation,436232,595111,49.2
17660,7000,12.74,10+ years,MORTGAGE,76000,1,C,9.47,1,665,669,667,major_purchase,174927,205213,52.8
17661,25000,16.99,10+ years,RENT,135000,0,D,19.72,0,670,674,672,debt_consolidation,59488,87049,41.9
17664,5000,18.99,10+ years,MORTGAGE,80000,1,D,2.69,1,700,704,702,other,3593,21500,16.7
17665,9000,19.03,6 years,MORTGAGE,102500,1,D,21.92,0,685,689,687,debt_consolidation,388117,432549,41.9
17666,11000,6,1 year,MORTGAGE,117640,1,B,13.38,0,695,699,697,debt_consolidation,269606,307045,30.7
